,Resolution,4,,,,,,,,,,,
time,Timestamp reduced res,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z,Unique Timestamp,Force.z
2022/10/20/21:27:15.706002,2022/10/20/21:27:15.70,2419996,1666326435,705838350,tool0_controller,-0.069781609,1.083689932,0.494803869,0.141145466,-0.038576731,0.027985853,,#N/A
2022/10/20/21:27:15.708242,2022/10/20/21:27:15.70,2419997,1666326435,707816220,tool0_controller,-0.508019623,0.761481636,0.507190868,0.142201834,-0.028606625,0.026208979,,#N/A
2022/10/20/21:27:15.709906,2022/10/20/21:27:15.70,2419998,1666326435,709760451,tool0_controller,-0.443229302,1.274272708,0.622855339,0.174822226,-0.01918095,0.009171073,,#N/A
2022/10/20/21:27:15.712149,2022/10/20/21:27:15.71,2419999,1666326435,711723025,tool0_controller,0.030422201,1.245923092,0.41823162,0.187118621,-0.018044557,-0.006318721,,#N/A
2022/10/20/21:27:15.713892,2022/10/20/21:27:15.71,2420000,1666326435,713698734,tool0_controller,-0.162347398,0.715497043,0.873035889,0.14832304,-0.020790937,0.018057557,,#N/A
2022/10/20/21:27:15.715572,2022/10/20/21:27:15.71,2420001,1666326435,715291574,tool0_controller,-0.602007621,0.597297162,0.887860931,0.113711932,-0.002337218,0.034097525,,#N/A
2022/10/20/21:27:15.717239,2022/10/20/21:27:15.71,2420002,1666326435,716630955,tool0_controller,-0.769142397,1.356928756,0.580697791,0.162327917,-0.015497019,0.009738247,,#N/A
2022/10/20/21:27:15.718371,2022/10/20/21:27:15.71,2420003,1666326435,717926841,tool0_controller,-0.098462421,2.229609717,-0.049979598,0.212776518,-0.054698196,-0.008415912,,#N/A
2022/10/20/21:27:15.719533,2022/10/20/21:27:15.71,2420004,1666326435,719205232,tool0_controller,0.374902542,1.878949473,0.104595502,0.170143635,-0.059780058,0.006493286,,#N/A
2022/10/20/21:27:15.720646,2022/10/20/21:27:15.72,2420005,1666326435,720500238,tool0_controller,-0.060419444,0.610965477,1.178882842,0.111352737,-0.017554918,0.030017298,,#N/A
2022/10/20/21:27:15.722351,2022/10/20/21:27:15.72,2420006,1666326435,721770154,tool0_controller,-0.759095879,0.502733445,2.136857797,0.102307982,0.02656253,0.045312621,,#N/A
2022/10/20/21:27:15.723485,2022/10/20/21:27:15.72,2420007,1666326435,723062782,tool0_controller,-0.720500637,0.671697542,1.626815361,0.152232738,0.026159142,0.031992358,,#N/A
2022/10/20/21:27:15.724618,2022/10/20/21:27:15.72,2420008,1666326435,724365059,tool0_controller,0.066330986,1.33104885,0.512075069,0.177897549,-0.021671274,0.012457028,,#N/A
2022/10/20/21:27:15.726310,2022/10/20/21:27:15.72,2420009,1666326435,725683161,tool0_controller,0.38857566,2.155519585,0.148336855,0.186764644,-0.077144513,0.004716417,,#N/A
2022/10/20/21:27:15.727471,2022/10/20/21:27:15.72,2420010,1666326435,726985594,tool0_controller,0.222365941,1.691706527,0.207765426,0.16164223,-0.065374361,-0.003074386,,#N/A
2022/10/20/21:27:15.728610,2022/10/20/21:27:15.72,2420011,1666326435,728367413,tool0_controller,-0.372716224,0.772083671,0.874756728,0.139446359,-0.0172881,0.008930654,,#N/A
2022/10/20/21:27:15.731452,2022/10/20/21:27:15.73,2420012,1666326435,730138659,tool0_controller,-0.325524101,0.601188416,1.755394287,0.117468264,0.012823762,0.030032119,,#N/A
2022/10/20/21:27:15.734237,2022/10/20/21:27:15.73,2420013,1666326435,731946612,tool0_controller,-0.176682382,0.788720718,1.575570809,0.137278169,0.017025235,0.02370049,,#N/A
2022/10/20/21:27:15.735415,2022/10/20/21:27:15.73,2420014,1666326435,735115436,tool0_controller,-0.163428708,2.103080391,0.196135123,0.195648007,-0.059995617,-0.001657142,,#N/A
2022/10/20/21:27:15.737024,2022/10/20/21:27:15.73,2420015,1666326435,736412924,tool0_controller,-0.238266044,1.650441745,-0.281256079,0.172098606,-0.067829397,0.001365963,,#N/A
2022/10/20/21:27:15.738702,2022/10/20/21:27:15.73,2420016,1666326435,738256974,tool0_controller,-0.384028601,1.150076347,0.230191371,0.12239033,-0.035919139,0.024360645,,#N/A
2022/10/20/21:27:15.740416,2022/10/20/21:27:15.74,2420017,1666326435,740275430,tool0_controller,-0.594624116,0.832679226,0.973949875,0.12671103,0.007166523,0.025515168,,#N/A
2022/10/20/21:27:15.742681,2022/10/20/21:27:15.74,2420018,1666326435,742267214,tool0_controller,-0.701561078,0.999779605,1.095053738,0.15340167,0.022418548,0.023721988,,#N/A
2022/10/20/21:27:15.744920,2022/10/20/21:27:15.74,2420019,1666326435,744250536,tool0_controller,-0.358062186,1.249281777,0.610337772,0.172081914,-0.010397189,0.017239042,,#N/A
2022/10/20/21:27:15.746588,2022/10/20/21:27:15.74,2420020,1666326435,746258097,tool0_controller,-0.042883775,1.556462492,0.195043497,0.161593587,-0.056068792,0.024099982,,#N/A
2022/10/20/21:27:15.748821,2022/10/20/21:27:15.74,2420021,1666326435,748266614,tool0_controller,0.073239842,1.374415012,0.121560053,0.149337244,-0.073204928,0.01939054,,#N/A
2022/10/20/21:27:15.750500,2022/10/20/21:27:15.75,2420022,1666326435,750273731,tool0_controller,-0.037089064,1.061868698,0.736804407,0.146960267,-0.043213566,0.008421175,,#N/A
2022/10/20/21:27:15.752726,2022/10/20/21:27:15.75,2420023,1666326435,752261636,tool0_controller,-0.27924591,1.294189876,1.374148347,0.148940346,-0.001088127,0.020132292,,#N/A
2022/10/20/21:27:15.754406,2022/10/20/21:27:15.75,2420024,1666326435,754260473,tool0_controller,-0.293453435,0.631999413,1.218954,0.147322209,0.019124949,0.016522895,,#N/A
2022/10/20/21:27:15.756677,2022/10/20/21:27:15.75,2420025,1666326435,756268147,tool0_controller,-0.052894024,1.010887439,1.452817915,0.149344843,-0.01301533,0.023349254,,#N/A
2022/10/20/21:27:15.758922,2022/10/20/21:27:15.75,2420026,1666326435,758301048,tool0_controller,0.044442551,1.470154566,0.732648407,0.156938328,-0.042699017,0.019554739,,#N/A
2022/10/20/21:27:15.760674,2022/10/20/21:27:15.76,2420027,1666326435,760292600,tool0_controller,-0.127007057,1.573064839,0.105489279,0.162764867,-0.056420619,0.014108281,,#N/A
2022/10/20/21:27:15.762908,2022/10/20/21:27:15.76,2420028,1666326435,762318399,tool0_controller,-0.251235708,0.954080049,0.125804967,0.154832498,-0.038596419,0.010318521,,#N/A
2022/10/20/21:27:15.764705,2022/10/20/21:27:15.76,2420029,1666326435,764303015,tool0_controller,-0.545623924,0.854364423,0.836673074,0.149095223,-0.012138073,0.019406069,,#N/A
2022/10/20/21:27:15.766900,2022/10/20/21:27:15.76,2420030,1666326435,766318241,tool0_controller,-0.425796772,0.917099487,1.298315644,0.136332269,0.005014223,0.020618587,,#N/A
2022/10/20/21:27:15.768588,2022/10/20/21:27:15.76,2420031,1666326435,768286997,tool0_controller,-0.485995863,1.028670202,1.254059862,0.158909129,0.006416084,0.015130655,,#N/A
2022/10/20/21:27:15.770808,2022/10/20/21:27:15.77,2420032,1666326435,770418624,tool0_controller,-0.522074305,1.338958499,0.711992157,0.168469178,-0.01361329,0.011713095,,#N/A
2022/10/20/21:27:15.772485,2022/10/20/21:27:15.77,2420033,1666326435,772247855,tool0_controller,-0.210565661,1.332429765,-0.161349397,0.159002396,-0.033413506,0.012188699,,#N/A
2022/10/20/21:27:15.774723,2022/10/20/21:27:15.77,2420034,1666326435,774237996,tool0_controller,-0.205069936,1.31770277,0.302921541,0.149931914,-0.053495543,0.017442152,,#N/A
2022/10/20/21:27:15.776404,2022/10/20/21:27:15.77,2420035,1666326435,776230332,tool0_controller,-0.359581804,1.158734321,0.656530536,0.151586338,-0.032577241,0.020077298,,#N/A
2022/10/20/21:27:15.778631,2022/10/20/21:27:15.77,2420036,1666326435,778259029,tool0_controller,-0.206338118,0.912683445,1.266698039,0.15807717,-0.012539355,0.018242805,,#N/A
2022/10/20/21:27:15.780895,2022/10/20/21:27:15.78,2420037,1666326435,780234242,tool0_controller,-0.112746819,0.858667931,1.401648255,0.164981138,-0.00499466,0.013974477,,#N/A
2022/10/20/21:27:15.782577,2022/10/20/21:27:15.78,2420038,1666326435,782220417,tool0_controller,0.087959396,1.313065313,0.808887537,0.15832357,-0.003134461,0.017155331,,#N/A
2022/10/20/21:27:15.784826,2022/10/20/21:27:15.78,2420039,1666326435,784222759,tool0_controller,0.128467057,1.291842462,0.859984702,0.154340876,-0.028611276,0.004252361,,#N/A
2022/10/20/21:27:15.786515,2022/10/20/21:27:15.78,2420040,1666326435,786224962,tool0_controller,-0.179578533,1.886323141,0.154601856,0.16022455,-0.037738175,0.01850751,,#N/A
2022/10/20/21:27:15.788825,2022/10/20/21:27:15.78,2420041,1666326435,788253634,tool0_controller,-0.191388508,0.909051729,0.184299443,0.148985571,-0.034899056,0.007834093,,#N/A
2022/10/20/21:27:15.791075,2022/10/20/21:27:15.79,2420042,1666326435,790404837,tool0_controller,-0.386237429,0.877223998,0.532009514,0.144712001,-0.021330417,0.024166305,,#N/A
2022/10/20/21:27:15.793167,2022/10/20/21:27:15.79,2420043,1666326435,792841729,tool0_controller,-0.624441886,0.697024642,0.737616183,0.14896173,-0.003093125,0.016750916,,#N/A
2022/10/20/21:27:15.799366,2022/10/20/21:27:15.79,2420044,1666326435,798861336,tool0_controller,-0.616194008,1.050702834,0.761287859,0.161345477,-0.012564523,0.01658317,,#N/A
2022/10/20/21:27:15.805002,2022/10/20/21:27:15.80,2420045,1666326435,804355326,tool0_controller,-0.432090509,1.555915441,0.606043513,0.15843278,-0.030074789,0.018239196,,#N/A
2022/10/20/21:27:15.808301,2022/10/20/21:27:15.80,2420046,1666326435,807803173,tool0_controller,-0.430418827,1.194546745,0.395484465,0.149791666,-0.037704308,0.009352398,,#N/A
2022/10/20/21:27:15.811617,2022/10/20/21:27:15.81,2420047,1666326435,811298338,tool0_controller,-0.407878822,1.313332125,0.486858625,0.14785414,-0.035926442,0.019399346,,#N/A
2022/10/20/21:27:15.814943,2022/10/20/21:27:15.81,2420048,1666326435,814594329,tool0_controller,-0.35650454,0.821003603,0.286330234,0.149653882,-0.015349713,0.012828011,,#N/A
2022/10/20/21:27:15.817160,2022/10/20/21:27:15.81,2420049,1666326435,816805995,tool0_controller,-0.23238969,1.126166715,1.053270195,0.146561781,-0.019653651,0.02604131,,#N/A
2022/10/20/21:27:15.818846,2022/10/20/21:27:15.81,2420050,1666326435,818525926,tool0_controller,-0.092063064,0.968328504,1.114229164,0.147955121,-0.013060432,0.023591606,,#N/A
2022/10/20/21:27:15.820566,2022/10/20/21:27:15.82,2420051,1666326435,820210916,tool0_controller,-0.018051917,1.060238168,0.816537223,0.159977237,-0.014072489,0.012827459,,#N/A
2022/10/20/21:27:15.822251,2022/10/20/21:27:15.82,2420052,1666326435,821883075,tool0_controller,-0.033282138,1.535067229,-0.109939838,0.179154908,-0.037142048,0.012946639,,#N/A
2022/10/20/21:27:15.826170,2022/10/20/21:27:15.82,2420053,1666326435,824096986,tool0_controller,0.299435267,1.364164028,-0.16631226,0.185747822,-0.086872193,0.011980795,,#N/A
2022/10/20/21:27:15.829159,2022/10/20/21:27:15.82,2420054,1666326435,826008433,tool0_controller,1.068900645,1.112494624,0.898731428,0.150437291,-0.088737765,0.014700991,,#N/A
2022/10/20/21:27:15.829209,2022/10/20/21:27:15.82,2420055,1666326435,827951515,tool0_controller,0.739815836,1.476488618,2.691609105,0.12575015,-0.000197864,0.014035153,,#N/A
2022/10/20/21:27:15.829873,2022/10/20/21:27:15.82,2420056,1666326435,829663866,tool0_controller,-0.084042184,1.880376427,2.568279029,0.167070042,0.080746119,0.001415532,,#N/A
2022/10/20/21:27:15.831582,2022/10/20/21:27:15.83,2420057,1666326435,831342195,tool0_controller,-0.445591054,1.358487537,1.172426957,0.174941692,0.078295552,-0.007051523,,#N/A
2022/10/20/21:27:15.833266,2022/10/20/21:27:15.83,2420058,1666326435,832964882,tool0_controller,-0.520190699,1.027500821,0.770678624,0.114412341,-0.012276365,0.032761548,,#N/A
2022/10/20/21:27:15.834953,2022/10/20/21:27:15.83,2420059,1666326435,834673921,tool0_controller,-1.402521934,0.281041858,0.062389322,0.087297919,-0.049741687,0.038474578,,#N/A
2022/10/20/21:27:15.836644,2022/10/20/21:27:15.83,2420060,1666326435,836229335,tool0_controller,-1.198817409,0.793193812,-0.926750235,0.159352903,-0.085397713,0.020256961,,#N/A
2022/10/20/21:27:15.838301,2022/10/20/21:27:15.83,2420061,1666326435,837775039,tool0_controller,-1.048179439,1.658681457,-1.161704001,0.232643796,-0.065969899,0.019055681,,#N/A
2022/10/20/21:27:15.839948,2022/10/20/21:27:15.83,2420062,1666326435,839329460,tool0_controller,-0.64144555,0.947832913,0.318610852,0.200581903,-0.028950868,0.028631273,,#N/A
2022/10/20/21:27:15.841619,2022/10/20/21:27:15.84,2420063,1666326435,841042413,tool0_controller,-0.660659934,0.684229859,1.734566307,0.124530941,0.018926055,0.036442779,,#N/A
2022/10/20/21:27:15.843327,2022/10/20/21:27:15.84,2420064,1666326435,842719040,tool0_controller,-0.354056975,0.943635153,1.862169422,0.123287785,0.024428352,0.023689837,,#N/A
2022/10/20/21:27:15.845028,2022/10/20/21:27:15.84,2420065,1666326435,844335471,tool0_controller,0.225719167,1.283186332,0.490169512,0.164672441,-0.006456168,0.013169396,,#N/A
2022/10/20/21:27:15.846740,2022/10/20/21:27:15.84,2420066,1666326435,846022961,tool0_controller,0.208802507,1.569203106,-0.17727228,0.156866537,-0.040490694,0.000964774,,#N/A
2022/10/20/21:27:15.847871,2022/10/20/21:27:15.84,2420067,1666326435,847599455,tool0_controller,0.132583147,1.57466997,-0.003338258,0.134191595,-0.051149408,0.014390637,,#N/A
2022/10/20/21:27:15.849485,2022/10/20/21:27:15.84,2420068,1666326435,849309607,tool0_controller,-0.221366702,0.89031426,0.578344882,0.148025826,-0.045127926,0.009886627,,#N/A
2022/10/20/21:27:15.851173,2022/10/20/21:27:15.85,2420069,1666326435,850833334,tool0_controller,-0.314995824,1.041413432,0.723005234,0.17849564,-0.016043729,0.021448474,,#N/A
2022/10/20/21:27:15.852349,2022/10/20/21:27:15.85,2420070,1666326435,852083243,tool0_controller,-0.353271536,0.86747901,1.040979405,0.177976564,0.005141299,0.026199125,,#N/A
2022/10/20/21:27:15.854034,2022/10/20/21:27:15.85,2420071,1666326435,853368007,tool0_controller,-0.369312882,0.825336843,0.808962253,0.163340881,-0.007886696,0.025508191,,#N/A
2022/10/20/21:27:15.855137,2022/10/20/21:27:15.85,2420072,1666326435,854640856,tool0_controller,-0.080566342,1.20188442,0.202291023,0.150681242,-0.044892713,0.017952631,,#N/A
2022/10/20/21:27:15.858581,2022/10/20/21:27:15.85,2420073,1666326435,856023110,tool0_controller,0.174251859,1.627977652,-0.138118238,0.163073256,-0.072295294,0.006672737,,#N/A
2022/10/20/21:27:15.860714,2022/10/20/21:27:15.86,2420074,1666326435,859608248,tool0_controller,-0.125116217,1.661452151,1.045287954,0.162936783,-0.00967468,0.010352413,,#N/A
2022/10/20/21:27:15.861827,2022/10/20/21:27:15.86,2420075,1666326435,861253234,tool0_controller,-0.464251041,1.340019581,1.549740008,0.149165291,0.019667739,0.014722609,,#N/A
2022/10/20/21:27:15.862925,2022/10/20/21:27:15.86,2420076,1666326435,862697499,tool0_controller,-0.434976698,1.32664991,1.385290645,0.151765249,0.023618267,0.023603107,,#N/A
2022/10/20/21:27:15.864573,2022/10/20/21:27:15.86,2420077,1666326435,864197007,tool0_controller,-0.692049152,0.668935218,1.126034808,0.157293707,-0.023770808,0.013953651,,#N/A
2022/10/20/21:27:15.866304,2022/10/20/21:27:15.86,2420078,1666326435,865833061,tool0_controller,-0.336979377,0.945755004,0.244200124,0.148980021,-0.054810538,0.025029253,,#N/A
2022/10/20/21:27:15.867914,2022/10/20/21:27:15.86,2420079,1666326435,867462804,tool0_controller,-0.276367401,1.375732589,0.455524172,0.158945824,-0.063242493,0.025648393,,#N/A
2022/10/20/21:27:15.869588,2022/10/20/21:27:15.86,2420080,1666326435,869117974,tool0_controller,-0.475040253,1.453730293,0.73156377,0.167844293,-0.035627949,0.017936615,,#N/A
2022/10/20/21:27:15.871354,2022/10/20/21:27:15.87,2420081,1666326435,870876764,tool0_controller,-0.364713292,1.524819775,1.285072191,0.17003797,-0.000699537,0.020286511,,#N/A
2022/10/20/21:27:15.872962,2022/10/20/21:27:15.87,2420082,1666326435,872562141,tool0_controller,-0.158198442,0.854261651,1.626087765,0.152244993,0.019192239,0.021581281,,#N/A
2022/10/20/21:27:15.874646,2022/10/20/21:27:15.87,2420083,1666326435,874235328,tool0_controller,-0.208286354,0.861354938,1.389225074,0.138280653,0.00676971,0.023042042,,#N/A
2022/10/20/21:27:15.876443,2022/10/20/21:27:15.87,2420084,1666326435,876229155,tool0_controller,-0.116004561,1.525112501,0.72855798,0.155284154,-0.027526489,0.017670159,,#N/A
2022/10/20/21:27:15.878609,2022/10/20/21:27:15.87,2420085,1666326435,878243937,tool0_controller,0.152476494,1.580999912,0.345152959,0.168595062,-0.052131456,0.006387202,,#N/A
2022/10/20/21:27:15.880849,2022/10/20/21:27:15.88,2420086,1666326435,880263713,tool0_controller,0.117335525,1.406684669,0.297109841,0.168780072,-0.043488388,0.010084672,,#N/A
2022/10/20/21:27:15.882610,2022/10/20/21:27:15.88,2420087,1666326435,882232100,tool0_controller,-0.356782822,1.313191397,0.704740545,0.156243111,-0.019919078,0.014509328,,#N/A
2022/10/20/21:27:15.884926,2022/10/20/21:27:15.88,2420088,1666326435,884251587,tool0_controller,-0.448938443,1.147063497,0.456077764,0.154838309,-0.002930506,0.021730695,,#N/A
2022/10/20/21:27:15.886532,2022/10/20/21:27:15.88,2420089,1666326435,886261455,tool0_controller,-0.327031727,1.159826122,0.754471835,0.156684936,-0.016308538,0.021206439,,#N/A
2022/10/20/21:27:15.888873,2022/10/20/21:27:15.88,2420090,1666326435,888242978,tool0_controller,-0.144279354,1.298282168,0.711723544,0.159049732,-0.029180546,0.014229178,,#N/A
2022/10/20/21:27:15.894261,2022/10/20/21:27:15.89,2420091,1666326435,894013072,tool0_controller,-0.233266359,1.559901144,0.395779969,0.164017465,-0.034893499,0.007897917,,#N/A
2022/10/20/21:27:15.899307,2022/10/20/21:27:15.89,2420092,1666326435,899013915,tool0_controller,-0.271038684,1.31930171,0.375507481,0.161747509,-0.033148184,0.008731512,,#N/A
2022/10/20/21:27:15.902646,2022/10/20/21:27:15.90,2420093,1666326435,902439241,tool0_controller,-0.429863427,1.068469083,0.151850279,0.150178688,-0.022299678,0.016972647,,#N/A
2022/10/20/21:27:15.905464,2022/10/20/21:27:15.90,2420094,1666326435,905338078,tool0_controller,-0.435550605,0.851655166,0.438798676,0.146612934,-0.024088961,0.025474986,,#N/A
2022/10/20/21:27:15.907707,2022/10/20/21:27:15.90,2420095,1666326435,907345222,tool0_controller,-0.153487669,0.659020073,0.930119687,0.140289709,-0.022332912,0.021051457,,#N/A
2022/10/20/21:27:15.909381,2022/10/20/21:27:15.90,2420096,1666326435,909257331,tool0_controller,-0.397347575,0.985045636,0.796741036,0.156612334,0.001055571,0.019961385,,#N/A
2022/10/20/21:27:15.911711,2022/10/20/21:27:15.91,2420097,1666326435,911135864,tool0_controller,-0.711692665,1.006981626,0.164927789,0.160686902,0.007172867,0.017591258,,#N/A
2022/10/20/21:27:15.913320,2022/10/20/21:27:15.91,2420098,1666326435,913023156,tool0_controller,-0.710260472,0.547309683,-0.82956426,0.165542831,-0.041534718,0.024579572,,#N/A
2022/10/20/21:27:15.915549,2022/10/20/21:27:15.91,2420099,1666326435,914936743,tool0_controller,0.075182362,0.197682423,-1.004447071,0.15135849,-0.119630866,0.039088536,,#N/A
2022/10/20/21:27:15.917370,2022/10/20/21:27:15.91,2420100,1666326435,917060031,tool0_controller,1.033521082,1.29237361,1.15213523,0.133093302,-0.114215492,0.034634,,#N/A
2022/10/20/21:27:15.921472,2022/10/20/21:27:15.92,2420101,1666326435,919039025,tool0_controller,0.662260506,3.122030408,4.244266436,0.166562829,0.032347632,-0.01367936,,#N/A
2022/10/20/21:27:15.921517,2022/10/20/21:27:15.92,2420102,1666326435,920404960,tool0_controller,-0.166089042,3.712687063,4.03507189,0.231398475,0.169811391,-0.043963271,,#N/A
2022/10/20/21:27:15.923932,2022/10/20/21:27:15.92,2420103,1666326435,921900137,tool0_controller,-0.841646467,1.49085638,0.851178541,0.191764016,0.140369338,-0.021130693,,#N/A
2022/10/20/21:27:15.924173,2022/10/20/21:27:15.92,2420104,1666326435,923767485,tool0_controller,-0.895465455,-1.443823562,-1.716456731,0.049592607,-0.051885488,0.05720809,,#N/A
2022/10/20/21:27:15.925857,2022/10/20/21:27:15.92,2420105,1666326435,925161794,tool0_controller,-0.570429421,-1.896914421,-1.328257061,-0.001157751,-0.196237961,0.091858928,,#N/A
2022/10/20/21:27:15.927517,2022/10/20/21:27:15.92,2420106,1666326435,927042859,tool0_controller,-0.446494055,1.070148248,-0.215532648,0.114150487,-0.149677361,0.025741102,,#N/A
2022/10/20/21:27:15.929765,2022/10/20/21:27:15.92,2420107,1666326435,929235696,tool0_controller,-0.75882329,4.064218556,0.700862572,0.307219413,-0.022860296,-0.037747573,,#N/A
2022/10/20/21:27:15.931447,2022/10/20/21:27:15.93,2420108,1666326435,930834213,tool0_controller,-0.625175653,3.380901861,2.35302253,0.371353887,0.045526227,-0.035091913,,#N/A
2022/10/20/21:27:15.932574,2022/10/20/21:27:15.93,2420109,1666326435,932127263,tool0_controller,0.673458717,0.289463291,1.065618913,0.176792143,0.046674728,0.05271436,,#N/A
2022/10/20/21:27:15.933702,2022/10/20/21:27:15.93,2420110,1666326435,933398838,tool0_controller,-0.239168604,-1.454374328,1.054081859,0.002751052,0.051482206,0.071909309,,#N/A
2022/10/20/21:27:15.934814,2022/10/20/21:27:15.93,2420111,1666326435,934661989,tool0_controller,-0.651839913,0.159830313,1.2141716,0.040218737,0.003597825,0.033406125,,#N/A
2022/10/20/21:27:15.936528,2022/10/20/21:27:15.93,2420112,1666326435,935933899,tool0_controller,-0.206567201,2.60845795,0.28575308,0.203609566,-0.076136551,-0.020382824,,#N/A
2022/10/20/21:27:15.937644,2022/10/20/21:27:15.93,2420113,1666326435,937205719,tool0_controller,0.414439805,3.35674994,-1.223454102,0.228310426,-0.100761325,-0.036899656,,#N/A
2022/10/20/21:27:15.938785,2022/10/20/21:27:15.93,2420114,1666326435,938474207,tool0_controller,0.229745519,1.530274901,-0.875407081,0.155687832,-0.059373258,-0.006059654,,#N/A
2022/10/20/21:27:15.939909,2022/10/20/21:27:15.93,2420115,1666326435,939745426,tool0_controller,0.025433885,-0.317070653,0.705959578,0.097407824,0.003862096,0.058575254,,#N/A
2022/10/20/21:27:15.941587,2022/10/20/21:27:15.94,2420116,1666326435,941012078,tool0_controller,-0.917141895,-0.335897762,1.940041043,0.121959925,0.043661764,0.058913078,,#N/A
2022/10/20/21:27:15.942726,2022/10/20/21:27:15.94,2420117,1666326435,942280912,tool0_controller,-0.203109632,1.661129612,2.200119792,0.213244329,-0.002358176,0.024508206,,#N/A
2022/10/20/21:27:15.944434,2022/10/20/21:27:15.94,2420118,1666326435,944243977,tool0_controller,0.58488642,2.682829069,0.382515527,0.239217137,-0.032013515,-0.015655091,,#N/A
2022/10/20/21:27:15.946717,2022/10/20/21:27:15.94,2420119,1666326435,946262576,tool0_controller,0.242939481,2.641024336,-0.911730438,0.184996831,-0.06567475,-0.009309533,,#N/A
2022/10/20/21:27:15.948953,2022/10/20/21:27:15.94,2420120,1666326435,948349809,tool0_controller,-0.073670955,1.308660321,-0.734714755,0.132892696,-0.068429991,0.023566951,,#N/A
2022/10/20/21:27:15.952573,2022/10/20/21:27:15.95,2420121,1666326435,950229039,tool0_controller,-0.891584376,-0.030813779,0.830186487,0.101285945,-0.029737967,0.035258549,,#N/A
2022/10/20/21:27:15.956612,2022/10/20/21:27:15.95,2420122,1666326435,955909045,tool0_controller,-0.264460123,0.968135472,1.33636912,0.16114491,0.020490468,0.011180979,,#N/A
2022/10/20/21:27:15.957721,2022/10/20/21:27:15.95,2420123,1666326435,957549622,tool0_controller,0.445427099,1.699581075,0.25856175,0.209049768,-0.016999074,-0.014017457,,#N/A
2022/10/20/21:27:15.959370,2022/10/20/21:27:15.95,2420124,1666326435,958934460,tool0_controller,0.004041139,1.910136579,0.088369151,0.199507968,-0.03038059,-0.00380716,,#N/A
2022/10/20/21:27:15.961107,2022/10/20/21:27:15.96,2420125,1666326435,960424733,tool0_controller,-1.033341568,0.999089047,0.755204445,0.144110433,-0.028128686,0.03572835,,#N/A
2022/10/20/21:27:15.962822,2022/10/20/21:27:15.96,2420126,1666326435,962328909,tool0_controller,-0.952431654,-0.269019016,0.667668065,0.091284594,-0.025282549,0.054238096,,#N/A
2022/10/20/21:27:15.965017,2022/10/20/21:27:15.96,2420127,1666326435,964286568,tool0_controller,-0.212724028,-0.029317911,0.797742031,0.115622061,-0.030509337,0.042465603,,#N/A
2022/10/20/21:27:15.966639,2022/10/20/21:27:15.96,2420128,1666326435,966248007,tool0_controller,0.104969471,1.695740227,0.664635493,0.187703597,-0.010992821,0.017509956,,#N/A
2022/10/20/21:27:15.968868,2022/10/20/21:27:15.96,2420129,1666326435,968298380,tool0_controller,-0.07329727,2.226657839,1.576281854,0.214994932,-0.002503141,-0.010236084,,#N/A
2022/10/20/21:27:15.970589,2022/10/20/21:27:15.97,2420130,1666326435,970243514,tool0_controller,-0.022616215,1.725354944,1.224442077,0.176979776,-0.001682721,-0.001682263,,#N/A
2022/10/20/21:27:15.972846,2022/10/20/21:27:15.97,2420131,1666326435,972271764,tool0_controller,-0.090375302,0.746184824,0.911279168,0.123588561,-0.03537077,0.018346127,,#N/A
2022/10/20/21:27:15.974506,2022/10/20/21:27:15.97,2420132,1666326435,974302436,tool0_controller,-0.347610596,0.500686225,0.500965967,0.1179526,-0.04552677,0.026342228,,#N/A
2022/10/20/21:27:15.976712,2022/10/20/21:27:15.97,2420133,1666326435,976251238,tool0_controller,-0.306744853,1.663433878,0.538433019,0.15206762,-0.035451566,0.025325463,,#N/A
2022/10/20/21:27:15.978499,2022/10/20/21:27:15.97,2420134,1666326435,978270272,tool0_controller,-0.241063021,1.697177296,0.600939946,0.19013489,-0.019905965,0.009475983,,#N/A
2022/10/20/21:27:15.981881,2022/10/20/21:27:15.98,2420135,1666326435,981306780,tool0_controller,-0.096904357,1.817855654,0.587778342,0.188811978,-0.013280813,0.010881402,,#N/A
2022/10/20/21:27:15.988183,2022/10/20/21:27:15.98,2420136,1666326435,986128858,tool0_controller,-0.201945378,0.957307507,0.64695795,0.157036721,-0.011858632,0.008657193,,#N/A
2022/10/20/21:27:15.991441,2022/10/20/21:27:15.99,2420137,1666326435,991095408,tool0_controller,-0.621813243,0.558702073,0.535322164,0.145243133,-0.010480538,0.01176503,,#N/A
2022/10/20/21:27:15.995849,2022/10/20/21:27:15.99,2420138,1666326435,995409059,tool0_controller,-0.754439774,0.559862357,0.049303916,0.140207507,-0.036519831,0.018855826,,#N/A
2022/10/20/21:27:15.998603,2022/10/20/21:27:15.99,2420139,1666326435,998332811,tool0_controller,-0.380272876,0.628564913,-0.532990972,0.146931716,-0.05476844,0.016473437,,#N/A
2022/10/20/21:27:16.001389,2022/10/20/21:27:16.00,2420140,1666326436,1086230,tool0_controller,0.05700947,1.267303766,0.064077014,0.158299273,-0.063563817,0.015521227,,#N/A
2022/10/20/21:27:16.004190,2022/10/20/21:27:16.00,2420141,1666326436,3816481,tool0_controller,0.031722325,1.334395067,1.019833674,0.183650276,-0.032073226,0.000939005,,#N/A
