time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z,,,,,,,,,,,
2022/11/02/21:17:03.357801,7037179,1667449023,356547178,tool0_controller,1.253376387,-2.510797419,-53.03235443,0.284633915,-1.527667155,-0.037636994,,,,,,,,,,,
2022/11/02/21:17:03.358314,7037180,1667449023,358018538,tool0_controller,3.727899853,-1.366183672,-54.90625137,0.425616716,-1.571673511,-0.011839683,,,,,,,,,,,
2022/11/02/21:17:03.360538,7037181,1667449023,360055408,tool0_controller,4.527274142,-1.959358467,-56.30067269,0.471645055,-1.511747693,-0.037324496,,,,,,,,,,,
2022/11/02/21:17:03.362607,7037182,1667449023,361825909,tool0_controller,2.340727199,-0.488750535,-54.09434084,0.44513315,-1.413622316,-0.039069076,,,,,,,,,,,
2022/11/02/21:17:03.364548,7037183,1667449023,363725522,tool0_controller,4.806985995,-1.30332199,-56.78082747,0.434310103,-1.45557057,-0.019634654,,,,,,,,,,,
2022/11/02/21:17:03.366118,7037184,1667449023,365450654,tool0_controller,2.923970398,-2.639026251,-54.72390717,0.330220488,-1.310670355,-0.027091973,,,,,,,,,,,
2022/11/02/21:17:03.372607,7037185,1667449023,367321906,tool0_controller,4.010641389,-2.055922331,-57.04482117,0.402043847,-1.35497623,-0.014107481,,,,,,,,,,,
2022/11/02/21:17:03.376495,7037186,1667449023,369296759,tool0_controller,5.220094846,-1.936715928,-57.21980227,0.270950984,-1.381550145,-0.061903013,,,,,,,,,,,
2022/11/02/21:17:03.376534,7037187,1667449023,372855731,tool0_controller,4.025893166,-2.20738966,-57.243087,0.189835633,-1.329341193,-0.03323101,,,,,,,,,,,
2022/11/02/21:17:03.376541,7037188,1667449023,374847946,tool0_controller,3.552425384,-2.402215792,-55.16819912,0.068310933,-1.290889177,-0.062943163,,,,,,,,,,,
2022/11/02/21:17:03.377397,7037189,1667449023,376842474,tool0_controller,2.923251717,-1.757416397,-55.77921233,0.036275218,-1.337473295,-0.073032975,,,,,,,,,,,
2022/11/02/21:17:03.379171,7037190,1667449023,378762931,tool0_controller,3.400165103,-1.133408015,-56.21518116,0.021856793,-1.428922914,-0.113708525,,,,,,,,,,,
2022/11/02/21:17:03.380771,7037191,1667449023,380616776,tool0_controller,2.710824689,-0.557483996,-54.17627277,-0.005022589,-1.41369308,-0.112659696,,,,,,,,,,,
2022/11/02/21:17:03.383019,7037192,1667449023,382757759,tool0_controller,4.422761915,-0.731060628,-57.34157734,0.091386658,-1.572488708,-0.105596223,,,,,,,,,,,
2022/11/02/21:17:03.385482,7037193,1667449023,384561192,tool0_controller,1.663766608,0.528885814,-52.3890056,-0.012191497,-1.52760664,-0.160031173,,,,,,,,,,,
2022/11/02/21:17:03.386635,7037194,1667449023,386315258,tool0_controller,2.322209649,-0.05497294,-54.26116231,0.072242194,-1.549967451,-0.063018192,,,,,,,,,,,
2022/11/02/21:17:03.388994,7037195,1667449023,388215464,tool0_controller,2.25353296,-0.466004974,-54.46701596,0.076839719,-1.637958128,-0.07828464,,,,,,,,,,,
2022/11/02/21:17:03.390317,7037196,1667449023,389979159,tool0_controller,0.988969369,0.607018355,-50.58582471,0.089473455,-1.60485968,-0.067321269,,,,,,,,,,,
2022/11/02/21:17:03.392248,7037197,1667449023,391985991,tool0_controller,2.342234479,1.060494068,-52.99163981,0.232567698,-1.681569418,-0.1117928,,,,,,,,,,,
2022/11/02/21:17:03.394491,7037198,1667449023,393872579,tool0_controller,0.370599532,2.011576219,-49.78881691,0.168919028,-1.575748862,-0.140888862,,,,,,,,,,,
2022/11/02/21:17:03.402090,7037199,1667449023,395509658,tool0_controller,1.998240043,0.474767643,-53.59333833,0.263757831,-1.609359611,-0.111097067,,,,,,,,,,,
2022/11/02/21:17:03.402564,7037200,1667449023,401909298,tool0_controller,2.914557311,-0.913424858,-55.31859929,0.425634543,-1.649966022,-0.053630244,,,,,,,,,,,
2022/11/02/21:17:03.408758,7037201,1667449023,403924247,tool0_controller,2.919985998,-2.814514657,-55.58412163,0.312509118,-1.61486644,-0.035804894,,,,,,,,,,,
2022/11/02/21:17:03.417964,7037202,1667449023,410666005,tool0_controller,3.550827819,-2.407069097,-53.38621601,0.22739272,-1.409413783,-0.050204205,,,,,,,,,,,
2022/11/02/21:17:03.418226,7037203,1667449023,412935688,tool0_controller,4.457010484,-0.406160087,-51.67873934,0.387499895,-1.454969535,-0.071667197,,,,,,,,,,,
2022/11/02/21:17:03.418236,7037204,1667449023,415144499,tool0_controller,3.988199772,-2.656151284,-51.25393574,0.13087537,-1.359735068,-0.039098574,,,,,,,,,,,
2022/11/02/21:17:03.427039,7037205,1667449023,417663593,tool0_controller,4.302610363,-2.851530286,-52.01641275,0.114981456,-1.34986611,-0.010873745,,,,,,,,,,,
2022/11/02/21:17:03.427055,7037206,1667449023,419981461,tool0_controller,6.308926564,-3.489268388,-50.71819916,0.111417822,-1.34757206,-0.009538211,,,,,,,,,,,
2022/11/02/21:17:03.427066,7037207,1667449023,424634082,tool0_controller,5.754656599,-0.274109469,-52.01745938,0.079844678,-1.408648618,-0.09236553,,,,,,,,,,,
2022/11/02/21:17:03.427130,7037208,1667449023,426252788,tool0_controller,2.975844041,-0.941559141,-53.07699931,-0.064852242,-1.305687469,-0.104162999,,,,,,,,,,,
2022/11/02/21:17:03.429419,7037209,1667449023,428378382,tool0_controller,2.286717501,0.126346977,-54.81682634,0.051373343,-1.390494466,-0.10310748,,,,,,,,,,,
2022/11/02/21:17:03.432624,7037210,1667449023,430479624,tool0_controller,2.711434555,-0.584016353,-56.09565242,-0.042631264,-1.496986946,-0.093214518,,,,,,,,,,,
2022/11/02/21:17:03.437019,7037211,1667449023,432558230,tool0_controller,1.241310784,-1.078018589,-58.3735673,-0.118793177,-1.529279904,-0.109247526,,,,,,,,,,,
2022/11/02/21:17:03.437203,7037212,1667449023,436731733,tool0_controller,0.937165306,-0.09785781,-62.30578423,0.004980171,-1.734687412,-0.14064254,,,,,,,,,,,
2022/11/02/21:17:03.438922,7037213,1667449023,438750990,tool0_controller,0.550040544,0.581580726,-63.2953598,0.103947458,-1.823640271,-0.130360365,,,,,,,,,,,
2022/11/02/21:17:03.441452,7037214,1667449023,440750889,tool0_controller,3.028400601,-0.461293772,-65.09992449,0.12237399,-1.997137702,-0.115109088,,,,,,,,,,,
2022/11/02/21:17:03.443077,7037215,1667449023,442789168,tool0_controller,-0.842582185,-0.012245475,-62.88351348,0.104813097,-1.875767104,-0.162480964,,,,,,,,,,,
2022/11/02/21:17:03.445385,7037216,1667449023,444755132,tool0_controller,1.495791173,2.513951137,-64.23458831,0.388473488,-1.962995338,-0.139448828,,,,,,,,,,,
2022/11/02/21:17:03.446985,7037217,1667449023,446808276,tool0_controller,1.295193555,-0.116817454,-62.49830203,0.187548645,-1.929271206,-0.151000169,,,,,,,,,,,
2022/11/02/21:17:03.449250,7037218,1667449023,448808129,tool0_controller,-0.543217411,-0.575883012,-60.34807552,0.240681556,-1.80144704,-0.075100715,,,,,,,,,,,
2022/11/02/21:17:03.450915,7037219,1667449023,450300980,tool0_controller,4.205230618,-1.830621681,-62.53727793,0.346051374,-1.968603621,-0.08096453,,,,,,,,,,,
2022/11/02/21:17:03.452987,7037220,1667449023,452216862,tool0_controller,1.335098906,-1.826127614,-60.37841673,0.282932881,-1.791457218,-0.10457051,,,,,,,,,,,
2022/11/02/21:17:03.454306,7037221,1667449023,454088587,tool0_controller,2.691392295,-0.495332662,-61.94514841,0.377237528,-1.841868366,-0.088096152,,,,,,,,,,,
2022/11/02/21:17:03.456695,7037222,1667449023,456129004,tool0_controller,4.519228457,-2.911049696,-62.11364931,0.324108314,-1.832242202,-0.074817997,,,,,,,,,,,
2022/11/02/21:17:03.458365,7037223,1667449023,458072834,tool0_controller,2.505069486,-2.039575854,-59.24484594,0.335238656,-1.728561976,-0.030755188,,,,,,,,,,,
2022/11/02/21:17:03.460015,7037224,1667449023,459479818,tool0_controller,4.296977223,-2.452184572,-60.81903701,0.353309388,-1.758554683,-0.040919599,,,,,,,,,,,
2022/11/02/21:17:03.461673,7037225,1667449023,461038341,tool0_controller,3.04903359,-2.130011151,-57.62201478,0.189466813,-1.574123902,-0.101399948,,,,,,,,,,,
2022/11/02/21:17:03.466562,7037226,1667449023,462772689,tool0_controller,3.588508109,-1.171042273,-57.04285179,0.275320791,-1.544021104,-0.050234728,,,,,,,,,,,
2022/11/02/21:17:03.468260,7037227,1667449023,467897170,tool0_controller,4.224096249,-2.891368997,-54.27273116,0.055725667,-1.450385052,-0.072679677,,,,,,,,,,,
2022/11/02/21:17:03.469870,7037228,1667449023,469607422,tool0_controller,2.918456112,-1.813848604,-49.73808168,-0.09487931,-1.334900085,-0.098577149,,,,,,,,,,,
2022/11/02/21:17:03.471582,7037229,1667449023,471209749,tool0_controller,2.761935034,-0.171934009,-49.15941831,0.057731464,-1.3390263,-0.065907571,,,,,,,,,,,
2022/11/02/21:17:03.473390,7037230,1667449023,472698052,tool0_controller,2.594954914,-0.61976503,-48.88759545,-0.089958375,-1.353873318,-0.103607935,,,,,,,,,,,
2022/11/02/21:17:03.475031,7037231,1667449023,474514933,tool0_controller,0.537755046,-0.974706339,-44.66214769,-0.236347606,-1.209209567,-0.092559386,,,,,,,,,,,
2022/11/02/21:17:03.476845,7037232,1667449023,476221055,tool0_controller,1.59907095,-1.640776301,-45.87146298,-0.201531422,-1.329127632,-0.074959273,,,,,,,,,,,
2022/11/02/21:17:03.478446,7037233,1667449023,478137035,tool0_controller,2.207986744,-0.638634325,-44.26216116,-0.184827128,-1.380364871,-0.12502166,,,,,,,,,,,
2022/11/02/21:17:03.482141,7037234,1667449023,479899757,tool0_controller,1.405731437,0.84016978,-45.85336519,-0.111594796,-1.453128324,-0.134801145,,,,,,,,,,,
2022/11/02/21:17:03.482600,7037235,1667449023,481731568,tool0_controller,1.092799479,1.651810749,-46.72840328,-0.126466604,-1.572892243,-0.161808942,,,,,,,,,,,
2022/11/02/21:17:03.486710,7037236,1667449023,483818077,tool0_controller,0.341775887,0.779594862,-45.29868096,-0.029180382,-1.533304733,-0.11080094,,,,,,,,,,,
2022/11/02/21:17:03.486931,7037237,1667449023,486085043,tool0_controller,0.78131911,-0.794566334,-49.16275943,-0.005393628,-1.645650325,-0.098812083,,,,,,,,,,,
2022/11/02/21:17:03.488784,7037238,1667449023,488151931,tool0_controller,1.704667058,0.720826175,-48.24836441,-0.007898106,-1.718479123,-0.142336021,,,,,,,,,,,
2022/11/02/21:17:03.490433,7037239,1667449023,489700897,tool0_controller,1.380717506,0.669711796,-49.28145433,0.170960772,-1.709411436,-0.105124887,,,,,,,,,,,
2022/11/02/21:17:03.491580,7037240,1667449023,491186224,tool0_controller,0.961024482,0.964321941,-50.6540125,0.112979083,-1.720705281,-0.127198459,,,,,,,,,,,
2022/11/02/21:17:03.493834,7037241,1667449023,493153173,tool0_controller,1.989752021,-0.419040915,-50.46666245,0.139417697,-1.679476568,-0.103275602,,,,,,,,,,,
2022/11/02/21:17:03.495408,7037242,1667449023,495167053,tool0_controller,2.105281291,-1.111445724,-54.19127732,0.27135377,-1.791291249,-0.107974003,,,,,,,,,,,
2022/11/02/21:17:03.497755,7037243,1667449023,497214725,tool0_controller,1.808056582,0.687528183,-53.33301785,0.278856618,-1.804104244,-0.127503188,,,,,,,,,,,
2022/11/02/21:17:03.499979,7037244,1667449023,499277965,tool0_controller,0.936849219,-1.011529484,-56.34278869,0.209957353,-1.718061796,-0.084092617,,,,,,,,,,,
2022/11/02/21:17:03.501746,7037245,1667449023,501272482,tool0_controller,2.650381264,-0.359612661,-59.21743498,0.398489193,-1.804183224,-0.056948236,,,,,,,,,,,
2022/11/02/21:17:03.504801,7037246,1667449023,503367674,tool0_controller,3.380020853,-3.051008952,-59.41154954,0.328268074,-1.789850685,-0.057563795,,,,,,,,,,,
2022/11/02/21:17:03.506013,7037247,1667449023,505289538,tool0_controller,1.534230216,-3.813742902,-60.94874532,0.235660817,-1.709530699,-0.044162484,,,,,,,,,,,
2022/11/02/21:17:03.508106,7037248,1667449023,507463615,tool0_controller,4.786976796,-0.811389952,-61.94104904,0.336981589,-1.770978472,-0.077010181,,,,,,,,,,,
2022/11/02/21:17:03.509794,7037249,1667449023,509329457,tool0_controller,3.11341818,-1.159791624,-62.39697128,0.335626144,-1.663671664,-0.099944156,,,,,,,,,,,
2022/11/02/21:17:03.511430,7037250,1667449023,511232853,tool0_controller,2.291891204,0.036250293,-62.71777882,0.331469837,-1.641416358,-0.091288652,,,,,,,,,,,
2022/11/02/21:17:03.513644,7037251,1667449023,513348835,tool0_controller,4.606127685,-2.672494886,-62.24691542,0.171665456,-1.632798657,-0.049106348,,,,,,,,,,,
2022/11/02/21:17:03.516647,7037252,1667449023,515530886,tool0_controller,2.502828122,-4.356673489,-63.23266494,0.072237793,-1.516988223,-0.03512266,,,,,,,,,,,
2022/11/02/21:17:03.519171,7037253,1667449023,517582701,tool0_controller,5.41787835,-1.517971924,-62.92970335,0.161816813,-1.662252439,-0.097091036,,,,,,,,,,,
2022/11/02/21:17:03.519658,7037254,1667449023,519231118,tool0_controller,2.703321897,-2.197550559,-62.97138272,-0.011308127,-1.587182328,-0.11336617,,,,,,,,,,,
2022/11/02/21:17:03.525440,7037255,1667449023,521342643,tool0_controller,2.175391402,-0.465578478,-61.58712019,-0.024478926,-1.568375612,-0.103007079,,,,,,,,,,,
2022/11/02/21:17:03.528773,7037256,1667449023,523475020,tool0_controller,4.128024959,-1.491686105,-62.58041054,0.021635471,-1.65403332,-0.107308733,,,,,,,,,,,
2022/11/02/21:17:03.529719,7037257,1667449023,529298500,tool0_controller,1.427556604,-0.297304085,-59.35151643,-0.07631815,-1.719580527,-0.14220036,,,,,,,,,,,
2022/11/02/21:17:03.532196,7037258,1667449023,531384022,tool0_controller,0.553003094,0.002439162,-56.50243866,-0.081088991,-1.719354383,-0.098521106,,,,,,,,,,,
2022/11/02/21:17:03.534020,7037259,1667449023,533377850,tool0_controller,2.137479508,-0.349121675,-56.5283429,-0.024774549,-1.80016669,-0.126698671,,,,,,,,,,,
2022/11/02/21:17:03.536598,7037260,1667449023,535408387,tool0_controller,-0.821797334,0.504550779,-51.68634437,-0.049462102,-1.724851708,-0.1558731,,,,,,,,,,,
2022/11/02/21:17:03.537692,7037261,1667449023,537069637,tool0_controller,1.387385082,2.840246798,-53.11592957,0.240072929,-1.812671725,-0.162536255,,,,,,,,,,,
2022/11/02/21:17:03.540730,7037262,1667449023,538416464,tool0_controller,1.376873698,1.692864898,-50.3780448,0.048228912,-1.743313015,-0.16071738,,,,,,,,,,,
2022/11/02/21:17:03.541032,7037263,1667449023,540532425,tool0_controller,-1.052628958,1.483835575,-47.06895475,0.151638018,-1.660222803,-0.135156967,,,,,,,,,,,
2022/11/02/21:17:03.542797,7037264,1667449023,542579515,tool0_controller,2.694835312,0.076083144,-48.17056178,0.210640955,-1.76442921,-0.111211525,,,,,,,,,,,
2022/11/02/21:17:03.544583,7037265,1667449023,544247705,tool0_controller,-0.550028343,-0.178331395,-43.89158899,0.089893332,-1.567884646,-0.097297639,,,,,,,,,,,
2022/11/02/21:17:03.546708,7037266,1667449023,546099638,tool0_controller,1.789409008,1.165751805,-45.48582234,0.215267656,-1.650653412,-0.0879638,,,,,,,,,,,
2022/11/02/21:17:03.547848,7037267,1667449023,547589325,tool0_controller,2.591701154,-0.531438055,-45.05310479,0.141568897,-1.597012825,-0.091124247,,,,,,,,,,,
2022/11/02/21:17:03.550131,7037268,1667449023,549476123,tool0_controller,0.561226408,-0.954198097,-41.52690965,0.158054597,-1.470458285,-0.033039705,,,,,,,,,,,
2022/11/02/21:17:03.551880,7037269,1667449023,551431922,tool0_controller,3.195471146,-1.754558639,-44.21922912,0.135015129,-1.517425149,-0.047058324,,,,,,,,,,,
2022/11/02/21:17:03.553689,7037270,1667449023,553023579,tool0_controller,2.091785361,-0.504131445,-42.68034586,0.108428331,-1.440729468,-0.096682096,,,,,,,,,,,
2022/11/02/21:17:03.556432,7037271,1667449023,555054541,tool0_controller,2.95607989,1.201159211,-44.86843673,0.242168388,-1.484517715,-0.095895922,,,,,,,,,,,
2022/11/02/21:17:03.557407,7037272,1667449023,557054008,tool0_controller,3.119606958,-1.276785078,-47.16189087,0.073544097,-1.477417057,-0.086565532,,,,,,,,,,,
2022/11/02/21:17:03.559631,7037273,1667449023,559141841,tool0_controller,2.529404236,-3.35004464,-46.69003384,0.049725543,-1.389616978,-0.004130164,,,,,,,,,,,
2022/11/02/21:17:03.561902,7037274,1667449023,561182333,tool0_controller,3.899086468,-4.303222393,-51.43664542,0.065546051,-1.50004951,-0.019196377,,,,,,,,,,,
2022/11/02/21:17:03.563555,7037275,1667449023,563199531,tool0_controller,3.637517107,-1.116642721,-49.60062823,-0.033945829,-1.490103096,-0.086043536,,,,,,,,,,,
2022/11/02/21:17:03.565721,7037276,1667449023,565248456,tool0_controller,2.397403873,0.268428545,-53.00546206,0.087849023,-1.432017173,-0.102882594,,,,,,,,,,,
2022/11/02/21:17:03.569468,7037277,1667449023,567129810,tool0_controller,2.232588534,0.198959572,-54.88312768,0.0422106,-1.463453182,-0.124936555,,,,,,,,,,,
2022/11/02/21:17:03.570635,7037278,1667449023,570436132,tool0_controller,3.52066492,-2.329048241,-60.20061885,-0.111568365,-1.60677057,-0.102163357,,,,,,,,,,,
2022/11/02/21:17:03.573304,7037279,1667449023,572741644,tool0_controller,1.41040282,-0.138089104,-57.99520967,-0.097803419,-1.629614833,-0.115405641,,,,,,,,,,,
2022/11/02/21:17:03.575516,7037280,1667449023,575050782,tool0_controller,1.188683287,0.137395917,-61.91495588,-0.040559043,-1.645340166,-0.129412751,,,,,,,,,,,
2022/11/02/21:17:03.577814,7037281,1667449023,577174569,tool0_controller,0.851020923,0.709426443,-62.86017581,-0.032577108,-1.756386762,-0.152994314,,,,,,,,,,,
2022/11/02/21:17:03.579472,7037282,1667449023,579357239,tool0_controller,1.536842714,-0.648309966,-63.20429794,-0.072980881,-1.863566977,-0.159267415,,,,,,,,,,,
2022/11/02/21:17:03.581779,7037283,1667449023,581513839,tool0_controller,1.293039342,-0.752764442,-67.2869217,-0.014882818,-1.968483683,-0.120119597,,,,,,,,,,,
2022/11/02/21:17:03.584565,7037284,1667449023,583492732,tool0_controller,3.199207093,1.463854464,-67.80349138,0.156522268,-2.13483289,-0.173060066,,,,,,,,,,,
2022/11/02/21:17:03.585654,7037285,1667449023,585421935,tool0_controller,-0.256518385,1.058499045,-67.93617045,0.123804338,-2.033223788,-0.154569943,,,,,,,,,,,
2022/11/02/21:17:03.589469,7037286,1667449023,587451736,tool0_controller,1.904028529,0.214445866,-69.27984148,0.24679043,-2.184910322,-0.154640052,,,,,,,,,,,
2022/11/02/21:17:03.591443,7037287,1667449023,591180151,tool0_controller,1.049697935,-1.240037609,-67.3874031,0.270178132,-2.082466859,-0.129108551,,,,,,,,,,,
2022/11/02/21:17:03.593694,7037288,1667449023,593159467,tool0_controller,1.728340206,2.521149047,-64.92598557,0.43870388,-2.100041231,-0.164753805,,,,,,,,,,,
2022/11/02/21:17:03.595386,7037289,1667449023,595202981,tool0_controller,-0.112154135,0.396368673,-64.18196829,0.292441113,-1.983774491,-0.158955038,,,,,,,,,,,
2022/11/02/21:17:03.597589,7037290,1667449023,597332339,tool0_controller,2.292873023,-0.405420922,-64.34225716,0.363834779,-1.975203209,-0.084207456,,,,,,,,,,,
2022/11/02/21:17:03.599871,7037291,1667449023,599469625,tool0_controller,1.895333287,-2.622162182,-61.11341235,0.291842493,-1.910172966,-0.041423586,,,,,,,,,,,
2022/11/02/21:17:03.601955,7037292,1667449023,601550020,tool0_controller,0.703123632,-2.793603628,-59.77736507,0.264262144,-1.792359948,-0.065071048,,,,,,,,,,,
2022/11/02/21:17:03.604214,7037293,1667449023,603544880,tool0_controller,2.343844331,0.868617042,-57.49788003,0.341994209,-1.815497583,-0.095996401,,,,,,,,,,,
2022/11/02/21:17:03.606426,7037294,1667449023,605576450,tool0_controller,1.656254532,-1.131502542,-53.9020277,0.215815764,-1.63810014,-0.080158103,,,,,,,,,,,
2022/11/02/21:17:03.608021,7037295,1667449023,607514632,tool0_controller,2.529033974,-0.704608197,-50.05323787,0.13371322,-1.52258082,-0.043630441,,,,,,,,,,,
2022/11/02/21:17:03.612396,7037296,1667449023,609216931,tool0_controller,3.666667107,-2.653113984,-46.55733444,0.112551418,-1.428951316,-0.013899978,,,,,,,,,,,
2022/11/02/21:17:03.617814,7037297,1667449023,617471276,tool0_controller,4.254809181,0.4964217,-41.22120773,-0.004292947,-1.352012337,-0.085692485,,,,,,,,,,,
2022/11/02/21:17:03.619934,7037298,1667449023,619439609,tool0_controller,1.571814871,-0.158970154,-38.75223214,-0.044695493,-1.198949459,-0.070918069,,,,,,,,,,,
2022/11/02/21:17:03.621559,7037299,1667449023,621001581,tool0_controller,1.121790099,-0.928024839,-37.59202756,-0.056670964,-1.180990903,-0.036980167,,,,,,,,,,,
2022/11/02/21:17:03.623271,7037300,1667449023,622642971,tool0_controller,4.669967501,-2.64145635,-38.94764283,-0.20543286,-1.247827906,-0.020873646,,,,,,,,,,,
2022/11/02/21:17:03.625124,7037301,1667449023,624513264,tool0_controller,0.205404923,-2.518303911,-37.22660003,-0.331181101,-1.136373135,-0.049460718,,,,,,,,,,,
2022/11/02/21:17:03.626820,7037302,1667449023,626439797,tool0_controller,3.853738044,1.329084199,-40.46559291,-0.057459386,-1.362318243,-0.122994347,,,,,,,,,,,
2022/11/02/21:17:03.631186,7037303,1667449023,628166916,tool0_controller,2.743418077,1.216764444,-42.0097461,-0.117677075,-1.379763955,-0.152396537,,,,,,,,,,,
2022/11/02/21:17:03.631758,7037304,1667449023,631515490,tool0_controller,1.708853899,0.132272762,-43.42337484,-0.190238032,-1.521014118,-0.095016891,,,,,,,,,,,
2022/11/02/21:17:03.633364,7037305,1667449023,633223888,tool0_controller,0.804685094,-1.870072015,-46.97490192,-0.129413063,-1.511267128,-0.063375534,,,,,,,,,,,
2022/11/02/21:17:03.636118,7037306,1667449023,634597944,tool0_controller,0.581919061,0.900473139,-51.03088563,-0.001585792,-1.737758186,-0.125899258,,,,,,,,,,,
2022/11/02/21:17:03.637003,7037307,1667449023,636344963,tool0_controller,-0.037053699,2.395745704,-53.20106143,0.049267221,-1.789055911,-0.158185532,,,,,,,,,,,
2022/11/02/21:17:03.638671,7037308,1667449023,638370730,tool0_controller,0.444971458,2.478483081,-56.76727883,0.145385204,-1.876216203,-0.14554518,,,,,,,,,,,
2022/11/02/21:17:03.642102,7037309,1667449023,640349818,tool0_controller,1.732319097,0.198559592,-62.4448937,0.237944833,-2.024669731,-0.100051623,,,,,,,,,,,
2022/11/02/21:17:03.644152,7037310,1667449023,642328354,tool0_controller,0.028928306,-1.479234184,-61.42284514,0.172833362,-1.971149538,-0.155919381,,,,,,,,,,,
2022/11/02/21:17:03.645334,7037311,1667449023,644203729,tool0_controller,1.684325449,-0.024223207,-64.74912239,0.324881382,-2.084188847,-0.102652425,,,,,,,,,,,
2022/11/02/21:17:03.647514,7037312,1667449023,646194063,tool0_controller,1.623109677,0.586417406,-67.23084179,0.362862594,-2.06568552,-0.14339673,,,,,,,,,,,
2022/11/02/21:17:03.648705,7037313,1667449023,648199391,tool0_controller,0.423256015,0.144212642,-65.72064642,0.361738016,-1.938784279,-0.135579721,,,,,,,,,,,
2022/11/02/21:17:03.650861,7037314,1667449023,650297617,tool0_controller,2.456374384,-2.493726238,-69.01202666,0.44446714,-2.028486392,-0.038316564,,,,,,,,,,,
2022/11/02/21:17:03.653044,7037315,1667449023,652324945,tool0_controller,2.399590317,-3.609671434,-66.83592125,0.314817267,-1.978433959,-0.03668534,,,,,,,,,,,
2022/11/02/21:17:03.655008,7037316,1667449023,654358701,tool0_controller,3.297528831,-2.204047389,-70.45609542,0.427621667,-1.951615528,-0.021552489,,,,,,,,,,,
2022/11/02/21:17:03.657321,7037317,1667449023,656537011,tool0_controller,5.029081544,-0.154649998,-70.7409357,0.446935848,-1.973407028,-0.11286801,,,,,,,,,,,
2022/11/02/21:17:03.660878,7037318,1667449023,658493842,tool0_controller,1.971082489,-0.353748915,-67.52864864,0.374106663,-1.806645142,-0.124876802,,,,,,,,,,,
2022/11/02/21:17:03.662983,7037319,1667449023,662396301,tool0_controller,4.532404197,-4.642469875,-67.83239184,0.184429623,-1.764090404,-0.01863787,,,,,,,,,,,
2022/11/02/21:17:03.664676,7037320,1667449023,664361587,tool0_controller,3.151769482,-3.203686663,-67.8300819,0.101940915,-1.669934895,-0.028828361,,,,,,,,,,,
2022/11/02/21:17:03.666819,7037321,1667449023,666462060,tool0_controller,4.74242891,-0.969991004,-67.65784037,0.161466492,-1.764754213,-0.116873853,,,,,,,,,,,
2022/11/02/21:17:03.669017,7037322,1667449023,668585010,tool0_controller,2.264373783,-0.255822813,-63.90722869,0.066872353,-1.613269081,-0.142565693,,,,,,,,,,,
2022/11/02/21:17:03.670126,7037323,1667449023,669893672,tool0_controller,4.094566681,-0.701419069,-64.53842149,0.095077941,-1.661001845,-0.129898533,,,,,,,,,,,
2022/11/02/21:17:03.671797,7037324,1667449023,671447933,tool0_controller,2.652637203,0.209656577,-59.27064845,-0.10609565,-1.62019453,-0.144912559,,,,,,,,,,,
2022/11/02/21:17:03.673483,7037325,1667449023,673067211,tool0_controller,1.232145714,-1.177126695,-56.76905903,-0.199305087,-1.535128747,-0.141249884,,,,,,,,,,,
2022/11/02/21:17:03.675835,7037326,1667449023,674713730,tool0_controller,-0.586222961,0.660981407,-53.90717001,-0.117440036,-1.553280172,-0.114663856,,,,,,,,,,,
2022/11/02/21:17:03.677424,7037327,1667449023,676951367,tool0_controller,1.118619374,0.844523812,-49.74107685,-0.094282182,-1.562808012,-0.143354774,,,,,,,,,,,
2022/11/02/21:17:03.679030,7037328,1667449023,678559380,tool0_controller,0.100833554,1.10092628,-48.21992206,-0.215485379,-1.551186732,-0.178135915,,,,,,,,,,,
2022/11/02/21:17:03.680736,7037329,1667449023,680567453,tool0_controller,0.847787183,2.826554668,-42.8965468,-0.151477107,-1.589126712,-0.176811169,,,,,,,,,,,
2022/11/02/21:17:03.682406,7037330,1667449023,681976977,tool0_controller,0.930361562,0.15191552,-41.26435533,-0.030374935,-1.493299487,-0.064248552,,,,,,,,,,,
2022/11/02/21:17:03.684515,7037331,1667449023,683570603,tool0_controller,0.4182861,0.598339153,-39.23619885,-0.056522623,-1.545351158,-0.115841371,,,,,,,,,,,
2022/11/02/21:17:03.685626,7037332,1667449023,685450842,tool0_controller,0.562503903,1.930433561,-35.13138007,-0.041941569,-1.46952641,-0.130981117,,,,,,,,,,,
2022/11/02/21:17:03.687888,7037333,1667449023,687421570,tool0_controller,0.417253212,1.212367003,-36.34508106,0.042781954,-1.451313144,-0.141884048,,,,,,,,,,,
2022/11/02/21:17:03.690943,7037334,1667449023,689440253,tool0_controller,3.047224559,0.918034129,-35.30809409,0.147037935,-1.534260093,-0.109951318,,,,,,,,,,,
2022/11/02/21:17:03.691490,7037335,1667449023,691304153,tool0_controller,0.920221686,-1.116198667,-34.75994764,0.043700022,-1.385239695,-0.056618549,,,,,,,,,,,
2022/11/02/21:17:03.696638,7037336,1667449023,694433131,tool0_controller,1.589181478,-0.10038118,-36.65165279,0.091008285,-1.448840807,-0.065593874,,,,,,,,,,,
2022/11/02/21:17:03.698511,7037337,1667449023,696955460,tool0_controller,3.298913282,0.166790022,-38.64284437,0.119321576,-1.505754026,-0.071824568,,,,,,,,,,,
