w,x,y,z,ax,ay,az
1.00,-0.07,-0.03,0.04,-953,-578,310

1.00,-0.07,-0.03,0.04,-1069,-624,303

1.00,-0.07,-0.03,0.04,-1278,-575,89

1.00,-0.07,-0.03,0.04,-1532,-534,-119

1.00,-0.07,-0.03,0.04,-1599,-618,-69

1.00,-0.07,-0.03,0.04,-1624,-681,14

1.00,-0.06,-0.03,0.03,-1625,-680,4

1.00,-0.06,-0.03,0.03,-1493,-692,20

1.00,-0.06,-0.03,0.03,-1295,-682,170

1.00,-0.05,-0.03,0.03,-1100,-603,215

1.00,-0.05,-0.03,0.03,-940,-511,259

1.00,-0.05,-0.02,0.02,-962,-493,362

1.00,-0.05,-0.02,0.02,-1096,-536,448

1.00,-0.04,-0.02,0.02,-1155,-630,499

1.00,-0.04,-0.02,0.01,-1163,-705,706

1.00,-0.04,-0.02,0.00,-1174,-717,981

1.00,-0.05,-0.01,-0.00,-1124,-682,1146

1.00,-0.05,-0.01,-0.01,-1132,-587,1304

1.00,-0.06,0.00,-0.02,-1131,-434,1343

1.00,-0.07,0.01,-0.02,-540,-412,1448

1.00,-0.09,0.01,-0.03,-674,-142,1491

0.99,-0.10,0.02,-0.04,-1017,202,1506

0.99,-0.12,0.02,-0.05,-1015,438,1423

0.99,-0.14,0.02,-0.06,-943,745,1290

0.98,-0.16,0.02,-0.07,-924,1050,1139

0.98,-0.19,0.02,-0.08,-905,1161,928

0.97,-0.21,0.03,-0.10,-963,1185,895

0.97,-0.24,0.03,-0.11,-1138,1340,743

0.96,-0.26,0.04,-0.12,-1135,1451,594

0.95,-0.28,0.05,-0.13,-1123,1266,667

0.95,-0.28,0.05,-0.14,-1361,790,622

0.95,-0.27,0.04,-0.15,-1316,212,608

0.95,-0.26,0.04,-0.16,-1546,20,866

0.95,-0.26,0.03,-0.17,-2081,4,864

0.95,-0.25,0.03,-0.19,-2368,266,674

0.95,-0.24,0.02,-0.20,-2294,540,407

0.95,-0.24,0.01,-0.21,-2121,846,150

0.95,-0.23,-0.00,-0.22,-2046,1129,-10

0.94,-0.23,-0.01,-0.24,-2094,1239,-84

0.94,-0.23,-0.02,-0.25,-2123,1192,-124

0.94,-0.23,-0.02,-0.27,-2431,1334,-151

0.93,-0.23,-0.03,-0.28,-2656,1329,-322

0.93,-0.23,-0.03,-0.30,-2671,1164,-280

0.92,-0.22,-0.04,-0.31,-2910,933,-229

0.92,-0.22,-0.05,-0.33,-3040,909,-235

0.91,-0.22,-0.05,-0.35,-3048,1015,-376

0.90,-0.22,-0.06,-0.37,-2760,1164,-596

0.90,-0.21,-0.06,-0.38,-2370,1270,-735

0.89,-0.20,-0.07,-0.39,-2349,1313,-763

0.89,-0.20,-0.07,-0.41,-2027,1383,-654

0.89,-0.19,-0.07,-0.42,-1669,1575,-637

0.88,-0.18,-0.08,-0.43,-1382,1705,-663

0.88,-0.18,-0.08,-0.43,-1152,1691,-553

0.88,-0.17,-0.08,-0.44,-1065,1558,-417

0.88,-0.16,-0.08,-0.45,-821,1462,-310

0.87,-0.16,-0.08,-0.45,-674,1365,-174

0.87,-0.15,-0.08,-0.46,-506,1223,-37

0.87,-0.15,-0.08,-0.47,-585,1259,110

0.86,-0.15,-0.08,-0.48,-685,1243,119

0.86,-0.14,-0.08,-0.48,-722,1227,102

0.86,-0.14,-0.08,-0.49,-670,1234,95

0.85,-0.14,-0.08,-0.50,-560,1363,84

0.85,-0.13,-0.08,-0.51,-617,1539,28

0.84,-0.13,-0.08,-0.52,-659,1611,-16

0.84,-0.13,-0.08,-0.53,-735,1657,-20

0.83,-0.13,-0.08,-0.54,-759,1651,-76

0.82,-0.13,-0.08,-0.55,-716,1695,-149

0.82,-0.12,-0.08,-0.55,-667,1776,-236

0.81,-0.12,-0.08,-0.57,-538,1838,-237

0.80,-0.12,-0.08,-0.58,-465,1885,-216

0.79,-0.12,-0.08,-0.59,-601,1930,-244

0.78,-0.13,-0.07,-0.60,-730,2104,-334

0.77,-0.13,-0.07,-0.62,-774,2261,-536

0.76,-0.13,-0.06,-0.64,-633,2472,-623

0.74,-0.14,-0.06,-0.65,-408,2612,-790

0.73,-0.14,-0.05,-0.67,-232,2602,-977

0.71,-0.14,-0.05,-0.69,-161,2509,-1091

0.70,-0.14,-0.05,-0.70,97,1972,-989

0.69,-0.14,-0.04,-0.71,453,1252,-489

0.68,-0.14,-0.04,-0.72,745,861,154

0.67,-0.13,-0.04,-0.73,980,890,459

0.66,-0.13,-0.03,-0.74,1012,1061,406

0.65,-0.13,-0.03,-0.75,926,1323,366

0.64,-0.13,-0.03,-0.76,964,1565,318

0.62,-0.13,-0.02,-0.77,1256,1992,195

0.61,-0.13,-0.02,-0.78,1716,2528,-104

0.59,-0.13,-0.02,-0.80,1938,2355,-151

0.57,-0.13,-0.02,-0.81,1653,1582,467

0.56,-0.13,-0.01,-0.82,1206,1245,575

0.54,-0.13,-0.00,-0.83,841,1268,87

0.53,-0.12,0.00,-0.84,719,1329,-169

0.52,-0.12,0.01,-0.85,748,1527,-242

0.51,-0.11,0.01,-0.85,615,1797,-700

0.50,-0.11,0.01,-0.86,385,2056,-905

0.49,-0.10,0.01,-0.87,219,2100,-844

0.48,-0.09,0.01,-0.87,219,2117,-677

0.47,-0.09,0.01,-0.88,360,2002,-535

0.46,-0.08,0.01,-0.88,471,1618,-178

0.45,-0.08,0.01,-0.89,644,1358,206

0.44,-0.07,0.01,-0.89,1109,1201,581

0.43,-0.07,0.01,-0.90,1641,1276,795

0.42,-0.07,0.02,-0.90,1746,1277,589

0.42,-0.07,0.02,-0.91,1602,1260,540

0.41,-0.07,0.02,-0.91,1496,1507,344

0.40,-0.07,0.02,-0.91,1338,1858,-204

0.39,-0.07,0.02,-0.92,1272,2044,-617

0.38,-0.06,0.02,-0.92,1299,2066,-768

0.36,-0.06,0.02,-0.93,1263,1855,-736

0.35,-0.05,0.02,-0.94,1102,1529,-670

0.33,-0.05,0.03,-0.94,926,1310,-507

0.32,-0.04,0.03,-0.95,856,1392,-341

0.31,-0.02,0.03,-0.95,846,1487,-347

0.29,-0.01,0.03,-0.96,1057,1659,-311

0.27,-0.00,0.03,-0.96,1274,1857,-59

0.26,0.00,0.02,-0.97,1328,1853,170

0.24,0.01,0.02,-0.97,1397,1777,303

0.23,0.01,0.02,-0.97,1631,1854,401

0.22,0.02,0.01,-0.98,1864,1829,457

0.21,0.02,0.00,-0.98,2231,1696,535

0.20,0.01,-0.00,-0.98,2552,1383,716

0.19,0.01,-0.00,-0.98,2668,1049,1068

0.17,0.01,-0.01,-0.98,2756,874,1104

0.16,0.00,-0.01,-0.99,2775,867,766

0.15,0.00,-0.01,-0.99,2741,971,503

0.14,-0.00,-0.02,-0.99,2645,1141,201

0.12,-0.00,-0.02,-0.99,2450,1218,-86

0.11,0.00,-0.02,-0.99,2227,1262,-426

0.10,0.00,-0.03,-0.99,2101,1146,-662

0.08,0.01,-0.04,-1.00,1962,837,-420

0.07,0.01,-0.04,-1.00,1720,528,152

0.06,0.01,-0.04,-1.00,1500,362,496

0.05,0.01,-0.05,-1.00,1368,243,519

0.04,0.01,-0.05,-1.00,1245,134,561

0.03,0.01,-0.05,-1.00,1122,103,602

0.02,0.01,-0.05,-1.00,1065,119,537

0.01,0.01,-0.05,-1.00,1077,160,456

0.00,0.01,-0.06,-1.00,1090,152,499

-0.00,0.01,-0.06,-1.00,1109,157,498

-0.01,0.01,-0.06,-1.00,1154,230,428

-0.02,0.01,-0.06,-1.00,1184,256,382

-0.02,0.01,-0.06,-1.00,1264,265,378

-0.03,0.02,-0.06,-1.00,1398,252,415

-0.03,0.02,-0.06,-1.00,1574,302,311

-0.04,0.02,-0.06,-1.00,1728,357,166

-0.05,0.02,-0.06,-1.00,1810,335,36

-0.06,0.02,-0.06,-1.00,1857,284,-124

-0.06,0.03,-0.06,-1.00,1894,262,-214

-0.07,0.03,-0.06,-1.00,1838,338,-253

-0.07,0.03,-0.06,-1.00,1795,462,-283

-0.08,0.03,-0.06,-0.99,1670,518,-285

-0.08,0.02,-0.06,-0.99,1520,704,-392

-0.08,0.02,-0.06,-0.99,1317,879,-407

-0.08,0.02,-0.06,-1.00,1096,850,-283

-0.07,0.02,-0.06,-1.00,819,800,-134

-0.06,0.02,-0.06,-1.00,511,843,-50

-0.06,0.02,-0.05,-1.00,304,901,-101

-0.05,0.02,-0.05,-1.00,320,897,-412

-0.04,0.03,-0.05,-1.00,511,668,-705

-0.04,0.03,-0.06,-1.00,688,444,-700

-0.03,0.03,-0.06,-1.00,678,247,-378

-0.02,0.04,-0.06,-1.00,667,84,-17

-0.02,0.04,-0.06,-1.00,620,-12,286

-0.01,0.04,-0.06,-1.00,565,-2,432

0.00,0.05,-0.06,-1.00,534,21,690

0.02,0.05,-0.06,-1.00,511,92,983

0.04,0.05,-0.05,-1.00,429,251,1162

0.06,0.05,-0.05,-1.00,448,444,1196

0.08,0.05,-0.04,-0.99,684,322,1227

0.11,0.04,-0.03,-0.99,1305,21,1131

0.12,0.04,-0.03,-0.99,1872,-135,937

0.13,0.04,-0.02,-0.99,1998,-180,1099

0.14,0.04,-0.01,-0.99,1827,-366,1452

0.16,0.04,0.00,-0.99,1660,-572,1921

0.17,0.04,0.02,-0.98,1629,-465,1946

0.19,0.03,0.04,-0.98,1559,-316,1597

0.21,0.03,0.05,-0.98,1363,5,1056

0.23,0.03,0.06,-0.97,1424,473,238

0.24,0.02,0.06,-0.97,1489,687,-498

0.26,0.02,0.06,-0.96,1329,631,-333

0.27,0.02,0.06,-0.96,1401,618,-8

0.27,0.02,0.07,-0.96,1361,690,76

0.28,0.03,0.07,-0.96,1216,848,17

0.29,0.03,0.07,-0.96,1051,1057,-59

0.29,0.03,0.06,-0.95,978,1293,-143

0.30,0.03,0.06,-0.95,1087,1392,-65

0.31,0.02,0.06,-0.95,1007,1338,57

0.32,0.02,0.05,-0.95,831,1198,359

0.34,0.02,0.05,-0.94,700,1124,590

0.35,0.02,0.05,-0.94,668,1239,496

0.36,0.01,0.04,-0.93,668,1385,347

0.38,0.01,0.03,-0.93,592,1549,76

0.39,0.00,0.03,-0.92,547,1582,53

0.40,0.00,0.02,-0.91,490,1463,273

0.42,-0.00,0.01,-0.91,550,1356,528

0.43,-0.00,0.01,-0.90,574,1226,629

0.44,-0.01,0.01,-0.90,485,1204,619

0.45,-0.01,0.00,-0.89,402,1113,768

0.47,-0.01,0.00,-0.88,355,1074,797

0.48,-0.02,-0.00,-0.88,391,1135,760

0.50,-0.02,-0.00,-0.87,398,1301,680

0.51,-0.03,-0.01,-0.86,311,1484,494

0.53,-0.03,-0.02,-0.85,204,1594,439

0.54,-0.03,-0.03,-0.84,144,1645,293

0.55,-0.04,-0.03,-0.83,125,1634,305

0.56,-0.05,-0.04,-0.82,72,1481,360

0.57,-0.05,-0.04,-0.82,-17,1440,304

0.59,-0.06,-0.05,-0.81,11,1379,286

0.60,-0.06,-0.05,-0.80,18,1483,145

0.61,-0.06,-0.05,-0.79,-17,1639,-118

0.62,-0.06,-0.05,-0.78,-35,1760,-272

0.63,-0.07,-0.06,-0.77,-48,1717,-305

0.64,-0.07,-0.06,-0.76,-192,1663,-350

0.65,-0.07,-0.07,-0.75,-313,1565,-244

0.66,-0.07,-0.07,-0.74,-392,1326,-207

0.67,-0.07,-0.07,-0.73,-581,1304,-293

0.68,-0.07,-0.07,-0.72,-652,1231,-312

0.69,-0.07,-0.07,-0.72,-654,1109,-218

0.70,-0.07,-0.07,-0.71,-725,937,-234

0.70,-0.07,-0.07,-0.70,-932,848,-313

0.71,-0.07,-0.07,-0.69,-1113,820,-323

0.72,-0.07,-0.07,-0.69,-1189,785,-294

0.73,-0.06,-0.07,-0.68,-1210,632,-315

0.74,-0.06,-0.07,-0.67,-1124,466,-284

0.74,-0.06,-0.07,-0.66,-1041,357,-164

0.75,-0.06,-0.07,-0.66,-1030,351,-162

0.76,-0.05,-0.07,-0.65,-1027,455,-230

0.77,-0.05,-0.07,-0.64,-1042,568,-303

0.77,-0.05,-0.07,-0.63,-1062,600,-308

0.78,-0.05,-0.07,-0.62,-1115,719,-361

0.79,-0.04,-0.06,-0.61,-1171,798,-412

0.80,-0.04,-0.06,-0.59,-1311,703,-446

0.81,-0.04,-0.06,-0.58,-1342,499,-342

0.82,-0.04,-0.06,-0.58,-1541,353,-348

0.82,-0.04,-0.05,-0.57,-1760,214,-318

0.82,-0.03,-0.05,-0.56,-1849,83,-259

0.83,-0.03,-0.05,-0.56,-1959,54,-211

0.83,-0.03,-0.04,-0.56,-1957,29,-111

0.83,-0.03,-0.04,-0.55,-1868,16,-28

0.84,-0.03,-0.04,-0.55,-1748,-33,67

0.84,-0.02,-0.03,-0.54,-1636,-142,201

0.85,-0.02,-0.03,-0.53,-1749,-223,264

0.85,-0.02,-0.02,-0.52,-1963,-292,312

0.86,-0.01,-0.02,-0.52,-2063,-340,373

0.86,-0.01,-0.02,-0.51,-2003,-325,393

0.87,-0.00,-0.02,-0.50,-1842,-274,397

0.87,0.00,-0.02,-0.49,-1690,-200,357

0.88,0.01,-0.01,-0.48,-1542,-120,291

0.88,0.01,-0.01,-0.47,-1442,-8,212

0.89,0.01,-0.01,-0.46,-1328,118,155

0.89,0.02,-0.01,-0.45,-1247,165,152

0.90,0.02,-0.00,-0.44,-977,137,117

0.91,0.02,0.00,-0.42,-658,97,107

0.91,0.02,0.01,-0.41,-620,74,56

0.92,0.02,0.01,-0.39,-753,-16,59

0.93,0.02,0.01,-0.38,-1096,-166,123

0.93,0.02,0.01,-0.36,-1433,-350,181

0.94,0.02,0.02,-0.35,-1682,-488,152

0.94,0.02,0.02,-0.34,-1985,-514,48

0.95,0.02,0.02,-0.32,-2036,-548,-37

0.95,0.02,0.02,-0.31,-1754,-451,-155

0.96,0.02,0.02,-0.29,-1479,-259,-292

0.96,0.02,0.02,-0.27,-1014,-303,-358

0.97,0.02,0.03,-0.26,-619,-506,-206

0.97,0.02,0.04,-0.24,-620,-767,-61

0.97,0.02,0.04,-0.22,-645,-1013,109

0.98,0.02,0.05,-0.21,-614,-1107,223

0.98,0.01,0.05,-0.20,-697,-1127,262

0.98,0.01,0.06,-0.18,-728,-1245,451

0.98,0.01,0.06,-0.17,-912,-1382,696

0.99,0.00,0.06,-0.16,-1195,-1481,836

0.99,-0.00,0.06,-0.15,-1498,-1454,804

0.99,-0.01,0.06,-0.13,-1588,-1285,606

0.99,-0.01,0.07,-0.12,-1280,-1149,299

0.99,-0.01,0.08,-0.10,-920,-1188,321

0.99,-0.01,0.08,-0.09,-1022,-1413,475

0.99,-0.01,0.09,-0.08,-1259,-1585,642

0.99,-0.01,0.09,-0.07,-1260,-1695,689

0.99,-0.01,0.09,-0.06,-1283,-1841,790

0.99,-0.01,0.10,-0.05,-1315,-1963,820

0.99,-0.01,0.10,-0.04,-1296,-2059,831

0.99,-0.01,0.10,-0.04,-1089,-2042,809

0.99,-0.02,0.10,-0.03,-952,-1934,856

0.99,-0.02,0.10,-0.02,-919,-1897,872

0.99,-0.02,0.10,-0.02,-885,-1871,836

0.99,-0.03,0.10,-0.01,-810,-1791,625

0.99,-0.03,0.10,-0.00,-867,-1610,379

0.99,-0.03,0.11,0.00,-906,-1435,157

0.99,-0.03,0.11,0.01,-787,-1280,65

0.99,-0.03,0.11,0.01,-681,-1180,23

0.99,-0.03,0.11,0.02,-692,-1162,-38

0.99,-0.04,0.12,0.03,-738,-1142,-94

0.99,-0.04,0.12,0.03,-736,-1260,63

0.99,-0.04,0.13,0.03,-883,-1499,294

0.99,-0.04,0.13,0.04,-1024,-1634,436

0.99,-0.04,0.13,0.04,-1200,-1681,480

0.99,-0.04,0.14,0.05,-1325,-1683,511

0.99,-0.04,0.14,0.05,-1312,-1690,571

0.99,-0.05,0.15,0.06,-1256,-1743,752

0.99,-0.05,0.15,0.06,-1252,-1898,992

0.98,-0.05,0.15,0.07,-1296,-2114,1245

0.98,-0.06,0.15,0.07,-1419,-2252,1350

0.98,-0.06,0.16,0.07,-1495,-2229,1370

0.98,-0.06,0.16,0.07,-1458,-2131,1266

0.98,-0.06,0.16,0.07,-1385,-1954,1033

0.98,-0.06,0.15,0.07,-1226,-1787,896

0.98,-0.06,0.15,0.07,-1050,-1679,813

0.98,-0.07,0.15,0.08,-855,-1518,734

0.98,-0.07,0.15,0.08,-657,-1339,679

0.98,-0.07,0.15,0.08,-521,-1249,637

0.98,-0.07,0.15,0.09,-432,-1272,616

0.98,-0.07,0.15,0.09,-338,-1409,687

0.98,-0.07,0.15,0.09,-325,-1513,856

0.98,-0.07,0.15,0.10,-316,-1537,926

0.98,-0.07,0.14,0.10,-350,-1454,949

0.98,-0.07,0.14,0.10,-376,-1306,850

0.98,-0.07,0.14,0.10,-389,-1176,797

0.98,-0.07,0.13,0.10,-397,-1107,763

0.98,-0.07,0.13,0.09,-454,-1155,772

0.98,-0.07,0.12,0.10,-494,-1230,737

0.99,-0.07,0.12,0.10,-427,-1286,705

0.99,-0.07,0.12,0.10,-280,-1279,783

0.99,-0.08,0.11,0.10,-255,-1313,856

0.99,-0.08,0.11,0.10,-347,-1357,853

0.99,-0.08,0.11,0.09,-437,-1350,814

0.99,-0.08,0.10,0.09,-383,-1290,707

0.99,-0.08,0.10,0.09,-304,-1193,638

0.99,-0.08,0.10,0.09,-251,-1126,588

0.99,-0.08,0.10,0.09,-236,-1188,643

0.99,-0.09,0.10,0.09,-320,-1354,702

0.99,-0.09,0.10,0.09,-392,-1457,698

0.99,-0.09,0.10,0.08,-392,-1411,609

0.99,-0.09,0.09,0.08,-292,-1245,484

0.99,-0.09,0.10,0.08,-161,-1090,372

0.99,-0.10,0.10,0.08,35,-999,321

0.99,-0.10,0.10,0.08,191,-991,342

0.99,-0.10,0.10,0.08,150,-1060,331

0.98,-0.10,0.11,0.09,-344,-741,176

0.98,-0.10,0.12,0.09,-1067,-651,-334

0.98,-0.10,0.12,0.10,-1386,-1021,82

0.98,-0.10,0.13,0.10,-1380,-1511,655

0.98,-0.10,0.13,0.11,-1407,-1727,859

0.98,-0.10,0.13,0.11,-1301,-1577,794

0.98,-0.10,0.13,0.11,-1014,-1405,731

0.98,-0.11,0.13,0.11,-571,-1226,721

0.98,-0.11,0.13,0.11,-190,-1142,674

0.98,-0.12,0.14,0.11,98,-1049,593

0.98,-0.13,0.14,0.11,297,-1204,789

0.98,-0.14,0.14,0.10,462,-1172,901

0.97,-0.14,0.14,0.10,563,-943,737

0.97,-0.14,0.15,0.10,609,-595,541

0.97,-0.15,0.15,0.10,548,-344,481

0.97,-0.15,0.16,0.10,382,-178,421

0.97,-0.16,0.16,0.10,89,-234,529

0.97,-0.16,0.17,0.10,-235,-509,740

0.97,-0.16,0.18,0.10,-439,-688,983

0.96,-0.17,0.18,0.10,-533,-787,1208

0.96,-0.18,0.19,0.10,-556,-772,1342

0.96,-0.18,0.19,0.10,-503,-669,1405

0.96,-0.19,0.20,0.10,-376,-546,1466

0.95,-0.20,0.20,0.10,-221,-481,1551

0.95,-0.21,0.21,0.10,-90,-463,1623

0.95,-0.22,0.22,0.09,-94,-344,1700

0.94,-0.22,0.22,0.09,-25,-269,1712

0.94,-0.23,0.23,0.09,43,-251,1729

0.94,-0.24,0.23,0.09,85,-266,1757

0.93,-0.25,0.24,0.09,41,-262,1833

0.93,-0.26,0.24,0.09,-76,-315,1899

0.93,-0.27,0.25,0.08,-113,-314,2077

0.92,-0.28,0.26,0.08,0,-168,2287

0.92,-0.29,0.26,0.08,25,61,2266

0.91,-0.30,0.26,0.08,-54,224,2096

0.91,-0.31,0.27,0.07,31,351,1975

0.90,-0.32,0.27,0.07,236,438,1906

0.90,-0.34,0.28,0.07,447,513,1916

0.89,-0.35,0.28,0.07,570,559,1873

0.89,-0.36,0.29,0.07,537,664,1774

0.88,-0.37,0.29,0.07,428,718,1707

0.87,-0.38,0.29,0.07,319,612,1768

0.87,-0.39,0.30,0.07,236,506,1881

0.86,-0.40,0.30,0.07,168,475,1961

0.85,-0.42,0.30,0.07,156,551,1943

0.85,-0.43,0.30,0.07,201,673,1818

0.84,-0.44,0.31,0.07,227,677,1706

0.84,-0.45,0.31,0.07,335,581,1664

0.83,-0.45,0.31,0.07,377,531,1639

0.83,-0.46,0.31,0.07,354,478,1543

0.82,-0.47,0.32,0.07,231,403,1604

0.82,-0.47,0.32,0.07,4,403,1698

0.81,-0.48,0.32,0.07,-87,288,1705

0.81,-0.48,0.32,0.07,-106,128,1697

0.81,-0.49,0.33,0.07,-224,46,1675

0.81,-0.49,0.33,0.07,-220,27,1625

0.80,-0.49,0.33,0.07,-102,59,1548

0.80,-0.49,0.34,0.07,-17,163,1499

0.80,-0.49,0.34,0.07,-7,249,1438

0.79,-0.50,0.35,0.07,-42,250,1364

0.79,-0.50,0.35,0.08,-61,199,1450

0.78,-0.50,0.35,0.08,-60,119,1592

0.78,-0.51,0.36,0.08,-62,237,1684

0.77,-0.51,0.36,0.08,-50,335,1597

0.77,-0.52,0.37,0.08,39,433,1441

0.76,-0.53,0.37,0.08,185,650,1292

0.75,-0.53,0.38,0.09,299,841,1121

0.75,-0.54,0.38,0.09,434,1000,955

0.74,-0.55,0.39,0.10,669,1114,856

0.73,-0.55,0.39,0.10,899,1013,891

0.72,-0.56,0.40,0.10,1132,926,949

0.71,-0.56,0.40,0.10,1252,852,1048

0.71,-0.57,0.41,0.10,1206,778,1199

0.70,-0.57,0.41,0.11,1167,819,1278

0.70,-0.57,0.42,0.11,1204,852,1346

0.69,-0.58,0.42,0.11,1236,900,1322

0.69,-0.58,0.42,0.11,1090,951,1252

0.68,-0.59,0.42,0.11,996,1022,1186

0.67,-0.60,0.43,0.12,1067,1088,1144

0.66,-0.61,0.43,0.12,1073,1222,1172

0.65,-0.62,0.43,0.13,963,1282,1248

0.64,-0.63,0.43,0.13,908,1191,1410

0.63,-0.63,0.43,0.14,938,1138,1524

0.62,-0.64,0.43,0.14,949,1087,1573

0.62,-0.64,0.43,0.14,919,954,1618

0.61,-0.65,0.43,0.15,873,831,1757

0.61,-0.65,0.44,0.15,893,779,1879

0.60,-0.65,0.44,0.15,964,747,2032

0.60,-0.65,0.44,0.15,951,653,2256

0.60,-0.66,0.44,0.15,836,687,2365

0.59,-0.66,0.44,0.15,729,801,2278

0.59,-0.66,0.44,0.15,711,989,2039

0.58,-0.66,0.45,0.16,737,1110,1835

0.58,-0.66,0.45,0.16,756,1081,1676

0.57,-0.66,0.46,0.16,843,1177,1561

0.56,-0.67,0.46,0.17,936,1235,1545

0.56,-0.67,0.46,0.17,1055,1198,1695

0.55,-0.67,0.47,0.17,1022,1159,1986

0.54,-0.68,0.47,0.18,880,1029,2307

0.53,-0.68,0.47,0.18,827,1027,2520

0.52,-0.69,0.47,0.18,917,935,2635

0.52,-0.69,0.47,0.18,1028,1039,2619

0.51,-0.70,0.47,0.18,912,989,2538

0.50,-0.71,0.47,0.18,896,1193,2364

0.49,-0.71,0.47,0.19,950,1322,2084

0.48,-0.72,0.47,0.19,986,1449,1865

0.47,-0.73,0.47,0.19,966,1597,1749

0.46,-0.73,0.46,0.19,939,1640,1747

0.45,-0.74,0.46,0.19,995,1540,1856

0.45,-0.74,0.46,0.19,901,1478,2062

0.44,-0.75,0.46,0.20,741,1467,2187

0.43,-0.75,0.46,0.20,725,1532,2066

0.43,-0.75,0.46,0.20,777,1659,1857

0.42,-0.76,0.45,0.21,756,1803,1605

0.41,-0.76,0.45,0.21,669,1806,1457

0.40,-0.77,0.45,0.21,540,1793,1316

0.39,-0.77,0.45,0.22,548,1668,1307

0.38,-0.78,0.44,0.22,716,1559,1508

0.38,-0.79,0.44,0.22,855,1448,1719

0.37,-0.79,0.43,0.22,832,1476,1785

0.36,-0.80,0.43,0.22,723,1529,1721

0.36,-0.80,0.43,0.22,685,1461,1715

0.35,-0.81,0.42,0.22,711,1313,1850

0.35,-0.81,0.42,0.22,697,1198,1937

0.35,-0.81,0.42,0.21,634,1182,1888

0.34,-0.81,0.42,0.21,612,1206,1800

0.34,-0.81,0.42,0.21,531,1274,1730

0.34,-0.82,0.42,0.21,350,1371,1517

0.33,-0.82,0.42,0.21,282,1490,1305

0.33,-0.82,0.42,0.21,380,1474,1303

0.33,-0.82,0.42,0.21,432,1419,1292

0.33,-0.82,0.42,0.20,446,1312,1267

0.32,-0.83,0.41,0.20,460,1272,1220

0.32,-0.83,0.41,0.20,370,1346,1119

0.32,-0.83,0.41,0.20,200,1466,942

0.31,-0.83,0.41,0.20,12,1668,808

0.31,-0.83,0.41,0.20,123,1654,753

0.31,-0.83,0.41,0.20,246,1614,661

0.30,-0.84,0.41,0.20,165,1658,531

0.30,-0.84,0.41,0.20,-292,1715,220

0.29,-0.84,0.41,0.21,-300,1633,306

0.29,-0.84,0.42,0.21,-34,1364,453

0.29,-0.84,0.42,0.21,274,1164,485

0.28,-0.84,0.42,0.21,444,1161,603

0.28,-0.84,0.42,0.21,292,1209,808

0.28,-0.84,0.42,0.21,80,1233,1012

0.27,-0.84,0.42,0.21,78,1235,1138

0.27,-0.84,0.42,0.21,200,1170,1150

0.26,-0.84,0.42,0.21,303,1139,982

0.26,-0.84,0.42,0.21,395,1050,1003

0.25,-0.84,0.42,0.21,568,942,1335

0.25,-0.84,0.43,0.21,768,841,1551

0.24,-0.85,0.43,0.22,454,1231,779

0.23,-0.85,0.43,0.22,364,1272,994

0.22,-0.85,0.42,0.22,164,1426,840

0.21,-0.85,0.42,0.23,88,1446,608

0.20,-0.86,0.42,0.23,268,1385,551

0.19,-0.86,0.42,0.23,443,1336,682

0.18,-0.86,0.42,0.23,499,1338,828

0.17,-0.86,0.42,0.23,554,1338,1003

0.16,-0.87,0.42,0.23,543,1364,1160

0.15,-0.87,0.42,0.23,271,1464,1137

0.14,-0.87,0.42,0.23,40,1588,1189

0.14,-0.87,0.42,0.23,66,1619,1338

0.13,-0.87,0.41,0.23,142,1572,1467

0.13,-0.87,0.41,0.23,175,1504,1494

0.12,-0.87,0.41,0.22,232,1456,1379

0.11,-0.88,0.41,0.22,271,1516,1234

0.10,-0.88,0.41,0.23,341,1587,1139

0.10,-0.88,0.41,0.23,390,1591,1031

0.09,-0.88,0.41,0.23,379,1563,967

0.08,-0.88,0.41,0.23,372,1544,888

0.07,-0.88,0.41,0.23,302,1590,847

0.06,-0.88,0.41,0.23,148,1666,851

0.05,-0.88,0.41,0.23,-1,1703,874

0.04,-0.88,0.41,0.24,-44,1685,901

0.03,-0.88,0.41,0.24,-2,1680,917

0.02,-0.88,0.41,0.24,187,1277,145

0.01,-0.88,0.41,0.24,461,1579,220

-0.01,-0.88,0.41,0.24,524,1816,553

-0.02,-0.87,0.42,0.25,543,1984,722

-0.03,-0.87,0.42,0.25,620,2029,682

